id,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
g_14061,0.115,54,0.111,29,0.132,14,0.112,0.112,N,0.45,SignalP-noTM
g_14062,0.108,22,0.105,42,0.119,24,0.101,0.103,N,0.45,SignalP-noTM
g_14063,0.113,36,0.136,15,0.197,11,0.161,0.15,N,0.45,SignalP-noTM
g_14064,0.155,51,0.12,59,0.169,55,0.093,0.109,N,0.5,SignalP-TM
g_14065,0.157,43,0.126,43,0.119,25,0.097,0.111,N,0.45,SignalP-noTM
g_14066,0.153,24,0.121,24,0.124,38,0.096,0.107,N,0.45,SignalP-noTM
g_14067,0.129,24,0.132,24,0.198,23,0.136,0.134,N,0.45,SignalP-noTM
g_14068,0.112,57,0.108,57,0.143,39,0.099,0.103,N,0.45,SignalP-noTM
g_14069,0.109,45,0.105,42,0.111,35,0.095,0.099,N,0.45,SignalP-noTM
g_14070,0.111,24,0.123,50,0.189,35,0.124,0.124,N,0.45,SignalP-noTM
g_14071,0.113,23,0.108,33,0.126,14,0.101,0.104,N,0.45,SignalP-noTM
g_14072,0.106,68,0.109,35,0.121,27,0.093,0.102,N,0.5,SignalP-TM
g_14073,0.128,30,0.109,30,0.133,43,0.094,0.101,N,0.45,SignalP-noTM
g_14074,0.11,40,0.122,12,0.155,1,0.13,0.127,N,0.45,SignalP-noTM
g_14075,0.142,21,0.131,21,0.155,18,0.119,0.124,N,0.45,SignalP-noTM
g_14076,0.108,25,0.105,56,0.115,3,0.096,0.1,N,0.45,SignalP-noTM
g_14077,0.11,47,0.109,47,0.145,33,0.101,0.104,N,0.45,SignalP-noTM
g_14078,0.22,22,0.308,22,0.598,1,0.422,0.369,N,0.45,SignalP-noTM
g_14079,0.117,25,0.118,25,0.178,21,0.122,0.12,N,0.45,SignalP-noTM
g_14080,0.287,23,0.349,23,0.815,1,0.487,0.405,N,0.5,SignalP-TM
g_14081,0.19,22,0.181,22,0.224,20,0.172,0.176,N,0.45,SignalP-noTM
g_14082,0.111,48,0.109,32,0.126,6,0.109,0.109,N,0.45,SignalP-noTM
g_14083,0.152,34,0.144,34,0.194,22,0.132,0.138,N,0.45,SignalP-noTM
g_14084,0.6,33,0.75,33,0.982,20,0.918,0.841,Y,0.45,SignalP-noTM
g_14085,0.118,29,0.194,13,0.564,7,0.402,0.306,N,0.45,SignalP-noTM
g_14086,0.395,20,0.427,20,0.599,12,0.44,0.432,N,0.5,SignalP-TM
g_14087,0.135,36,0.126,36,0.139,35,0.113,0.119,N,0.45,SignalP-noTM
g_14088,0.268,28,0.175,28,0.258,45,0.116,0.143,N,0.45,SignalP-noTM
g_14089,0.118,16,0.165,16,0.293,12,0.24,0.205,N,0.45,SignalP-noTM
g_14090,0.112,46,0.105,70,0.122,50,0.096,0.1,N,0.45,SignalP-noTM
g_14091,0.112,44,0.121,15,0.14,1,0.128,0.124,N,0.45,SignalP-noTM
g_14092,0.518,19,0.7,19,0.972,2,0.943,0.831,Y,0.45,SignalP-noTM
g_14093,0.142,25,0.125,25,0.139,13,0.112,0.118,N,0.45,SignalP-noTM
g_14094,0.141,64,0.122,14,0.154,13,0.135,0.129,N,0.45,SignalP-noTM
g_14095,0.261,44,0.217,44,0.241,41,0.127,0.181,N,0.5,SignalP-TM
g_14096,0.122,39,0.116,16,0.164,8,0.112,0.114,N,0.45,SignalP-noTM
g_14097,0.185,35,0.161,35,0.239,9,0.16,0.161,N,0.45,SignalP-noTM
g_14098,0.128,21,0.106,21,0.112,47,0.087,0.096,N,0.45,SignalP-noTM
g_14099,0.122,21,0.136,63,0.25,17,0.13,0.134,N,0.5,SignalP-TM
g_14100,0.11,48,0.108,48,0.121,38,0.102,0.105,N,0.45,SignalP-noTM
g_14101,0.109,56,0.106,29,0.123,26,0.102,0.104,N,0.45,SignalP-noTM
g_14102,0.145,60,0.144,16,0.334,10,0.202,0.175,N,0.45,SignalP-noTM
g_14103,0.169,27,0.124,11,0.245,1,0.121,0.123,N,0.5,SignalP-TM
g_14104,0.141,33,0.201,31,0.473,13,0.315,0.246,N,0.5,SignalP-TM
g_14105,0.425,20,0.237,20,0.209,15,0.133,0.181,N,0.45,SignalP-noTM
g_14106,0.23,20,0.313,20,0.589,15,0.447,0.367,N,0.5,SignalP-TM
g_14107,0.122,30,0.193,30,0.465,27,0.296,0.234,N,0.5,SignalP-TM
g_14108,0.341,34,0.456,34,0.943,18,0.689,0.582,Y,0.45,SignalP-noTM
g_14109,0.171,56,0.14,56,0.19,2,0.116,0.127,N,0.45,SignalP-noTM
g_14110,0.134,20,0.117,20,0.124,16,0.104,0.11,N,0.45,SignalP-noTM
g_14111,0.108,12,0.13,11,0.176,1,0.134,0.132,N,0.45,SignalP-noTM
g_14112,0.131,17,0.108,17,0.11,60,0.09,0.098,N,0.45,SignalP-noTM
g_14113,0.109,58,0.105,48,0.117,25,0.101,0.103,N,0.45,SignalP-noTM
g_14114,0.109,40,0.109,40,0.132,21,0.101,0.104,N,0.45,SignalP-noTM
g_14115,0.107,57,0.105,34,0.125,20,0.104,0.104,N,0.45,SignalP-noTM
g_14116,0.113,26,0.118,11,0.177,3,0.142,0.131,N,0.45,SignalP-noTM
g_14117,0.168,26,0.355,26,0.868,15,0.758,0.573,Y,0.45,SignalP-noTM
g_14118,0.24,26,0.2,26,0.288,24,0.167,0.182,N,0.45,SignalP-noTM
g_14119,0.109,48,0.104,48,0.107,4,0.094,0.099,N,0.45,SignalP-noTM
g_14120,0.145,40,0.157,40,0.223,15,0.165,0.16,N,0.5,SignalP-TM
g_14121,0.111,26,0.194,31,0.569,14,0.302,0.252,N,0.45,SignalP-noTM
g_14122,0.454,27,0.379,27,0.52,14,0.335,0.355,N,0.45,SignalP-noTM
g_14123,0.176,16,0.178,16,0.211,2,0.17,0.173,N,0.45,SignalP-noTM
g_14124,0.141,27,0.17,27,0.293,12,0.213,0.193,N,0.45,SignalP-noTM
g_14125,0.211,23,0.338,23,0.64,8,0.54,0.447,N,0.45,SignalP-noTM
g_14126,0.142,19,0.127,19,0.135,21,0.11,0.118,N,0.45,SignalP-noTM
g_14127,0.152,20,0.125,20,0.135,16,0.105,0.114,N,0.45,SignalP-noTM
g_14128,0.149,18,0.125,18,0.123,16,0.108,0.116,N,0.45,SignalP-noTM
g_14129,0.112,30,0.115,14,0.158,1,0.105,0.11,N,0.45,SignalP-noTM
g_14130,0.32,22,0.244,22,0.324,21,0.182,0.211,N,0.45,SignalP-noTM
g_14131,0.119,33,0.109,33,0.119,55,0.099,0.104,N,0.45,SignalP-noTM
g_14132,0.25,48,0.214,48,0.391,43,0.16,0.185,N,0.45,SignalP-noTM
g_14133,0.113,41,0.113,41,0.144,36,0.103,0.107,N,0.45,SignalP-noTM
g_14134,0.114,26,0.114,12,0.133,1,0.112,0.113,N,0.45,SignalP-noTM
g_14135,0.272,19,0.385,19,0.767,3,0.585,0.465,N,0.5,SignalP-TM
g_14136,0.208,26,0.284,26,0.561,3,0.406,0.35,N,0.45,SignalP-noTM
g_14137,0.107,42,0.123,34,0.217,65,0.128,0.125,N,0.5,SignalP-TM
g_14138,0.186,27,0.195,20,0.37,5,0.232,0.215,N,0.45,SignalP-noTM
g_14139,0.148,19,0.116,19,0.127,41,0.09,0.102,N,0.45,SignalP-noTM
g_14140,0.396,18,0.394,18,0.625,12,0.377,0.387,N,0.5,SignalP-TM
g_14141,0.124,28,0.109,11,0.126,1,0.105,0.107,N,0.45,SignalP-noTM
g_14142,0.114,65,0.133,12,0.195,1,0.126,0.129,N,0.45,SignalP-noTM
g_14143,0.109,63,0.105,63,0.116,56,0.098,0.101,N,0.45,SignalP-noTM
g_14144,0.127,55,0.113,15,0.14,12,0.112,0.112,N,0.45,SignalP-noTM
g_14145,0.109,51,0.116,51,0.137,37,0.107,0.111,N,0.45,SignalP-noTM
g_14146,0.11,45,0.112,25,0.174,14,0.112,0.112,N,0.45,SignalP-noTM
g_14147,0.14,58,0.12,58,0.118,19,0.103,0.111,N,0.45,SignalP-noTM
g_14148,0.13,24,0.161,11,0.295,1,0.178,0.17,N,0.45,SignalP-noTM
g_14149,0.109,17,0.104,70,0.115,29,0.099,0.101,N,0.45,SignalP-noTM
g_14150,0.129,21,0.122,21,0.146,11,0.118,0.12,N,0.45,SignalP-noTM
g_14151,0.119,18,0.264,18,0.746,17,0.576,0.389,N,0.5,SignalP-TM
g_14152,0.245,16,0.192,16,0.223,13,0.155,0.172,N,0.45,SignalP-noTM
g_14153,0.431,53,0.432,53,0.847,50,0.268,0.344,N,0.45,SignalP-noTM
g_14154,0.11,68,0.106,44,0.118,22,0.102,0.104,N,0.45,SignalP-noTM
g_14155,0.258,57,0.179,57,0.173,47,0.109,0.141,N,0.45,SignalP-noTM
g_14156,0.115,46,0.115,11,0.15,20,0.113,0.114,N,0.45,SignalP-noTM
g_14157,0.113,67,0.13,12,0.214,23,0.149,0.14,N,0.45,SignalP-noTM
g_14158,0.131,22,0.122,22,0.146,1,0.113,0.117,N,0.45,SignalP-noTM
g_14159,0.152,61,0.123,61,0.135,14,0.105,0.114,N,0.45,SignalP-noTM
g_14160,0.223,37,0.156,37,0.188,36,0.1,0.134,N,0.5,SignalP-TM
g_14161,0.118,23,0.114,23,0.132,22,0.11,0.112,N,0.45,SignalP-noTM
g_14162,0.157,21,0.124,21,0.207,31,0.096,0.109,N,0.45,SignalP-noTM
g_14163,0.176,41,0.197,21,0.324,1,0.216,0.207,N,0.45,SignalP-noTM
g_14164,0.199,28,0.183,28,0.299,13,0.179,0.181,N,0.45,SignalP-noTM
g_14165,0.111,62,0.106,52,0.112,31,0.097,0.101,N,0.45,SignalP-noTM
g_14166,0.107,30,0.108,30,0.129,16,0.108,0.108,N,0.45,SignalP-noTM
g_14167,0.12,20,0.122,20,0.139,13,0.124,0.123,N,0.45,SignalP-noTM
g_14168,0.124,49,0.111,49,0.112,56,0.097,0.103,N,0.45,SignalP-noTM
g_14169,0.112,19,0.161,19,0.299,14,0.232,0.199,N,0.45,SignalP-noTM
g_14170,0.109,33,0.155,11,0.269,3,0.209,0.184,N,0.45,SignalP-noTM
g_14171,0.158,21,0.147,21,0.171,15,0.139,0.143,N,0.45,SignalP-noTM
g_14172,0.183,25,0.287,25,0.603,19,0.458,0.379,N,0.45,SignalP-noTM
g_14173,0.115,55,0.107,55,0.116,37,0.098,0.103,N,0.45,SignalP-noTM
g_14174,0.12,25,0.152,12,0.26,1,0.165,0.159,N,0.45,SignalP-noTM
g_14175,0.248,24,0.289,24,0.447,6,0.338,0.315,N,0.45,SignalP-noTM
g_14176,0.12,7,0.121,13,0.162,3,0.125,0.123,N,0.45,SignalP-noTM
g_14177,0.278,16,0.431,16,0.774,8,0.681,0.566,Y,0.45,SignalP-noTM
g_14178,0.11,69,0.11,34,0.154,13,0.109,0.11,N,0.45,SignalP-noTM
g_14179,0.129,66,0.118,66,0.145,40,0.108,0.112,N,0.45,SignalP-noTM
g_14180,0.109,48,0.102,62,0.107,7,0.095,0.098,N,0.45,SignalP-noTM
g_14181,0.13,40,0.121,40,0.205,39,0.114,0.117,N,0.45,SignalP-noTM
g_14182,0.165,20,0.164,20,0.212,15,0.165,0.164,N,0.45,SignalP-noTM
g_14183,0.159,60,0.157,11,0.303,2,0.179,0.169,N,0.45,SignalP-noTM
g_14184,0.194,51,0.214,51,0.468,10,0.232,0.221,N,0.5,SignalP-TM
g_14185,0.185,42,0.263,42,0.721,39,0.289,0.277,N,0.45,SignalP-noTM
g_14186,0.111,55,0.119,11,0.175,1,0.111,0.114,N,0.45,SignalP-noTM
g_14187,0.112,30,0.146,11,0.248,1,0.163,0.155,N,0.45,SignalP-noTM
g_14188,0.108,26,0.108,16,0.13,3,0.108,0.108,N,0.45,SignalP-noTM
g_14189,0.138,28,0.126,12,0.173,26,0.13,0.128,N,0.45,SignalP-noTM
g_14190,0.111,30,0.106,69,0.134,7,0.098,0.102,N,0.45,SignalP-noTM
g_14191,0.381,26,0.271,26,0.374,3,0.213,0.24,N,0.45,SignalP-noTM
g_14192,0.107,51,0.105,45,0.122,22,0.098,0.101,N,0.45,SignalP-noTM
g_14193,0.14,57,0.2,57,0.388,50,0.18,0.192,N,0.5,SignalP-TM
g_14194,0.109,25,0.105,25,0.121,13,0.1,0.102,N,0.45,SignalP-noTM
g_14195,0.112,58,0.11,41,0.128,1,0.104,0.107,N,0.45,SignalP-noTM
g_14196,0.123,29,0.147,11,0.25,4,0.195,0.173,N,0.45,SignalP-noTM
g_14197,0.116,16,0.104,38,0.122,56,0.095,0.099,N,0.45,SignalP-noTM
g_14198,0.108,68,0.104,68,0.11,31,0.097,0.1,N,0.45,SignalP-noTM
g_14199,0.11,19,0.117,11,0.148,1,0.113,0.115,N,0.45,SignalP-noTM
g_14200,0.147,48,0.164,21,0.325,4,0.185,0.175,N,0.45,SignalP-noTM
g_14201,0.126,43,0.13,12,0.191,1,0.131,0.131,N,0.45,SignalP-noTM
g_14202,0.381,38,0.43,38,0.674,31,0.322,0.387,N,0.5,SignalP-TM
g_14203,0.12,32,0.142,13,0.236,12,0.175,0.16,N,0.45,SignalP-noTM
g_14204,0.175,22,0.133,22,0.126,14,0.101,0.115,N,0.45,SignalP-noTM
g_14205,0.137,26,0.13,26,0.191,13,0.122,0.126,N,0.45,SignalP-noTM
g_14206,0.11,39,0.107,51,0.128,37,0.099,0.103,N,0.45,SignalP-noTM
g_14207,0.116,19,0.118,19,0.147,1,0.113,0.115,N,0.45,SignalP-noTM
g_14208,0.121,29,0.114,12,0.136,1,0.113,0.113,N,0.45,SignalP-noTM
g_14209,0.136,34,0.196,26,0.542,25,0.278,0.24,N,0.45,SignalP-noTM
g_14210,0.112,60,0.111,35,0.133,21,0.106,0.108,N,0.45,SignalP-noTM
g_14211,0.12,52,0.115,52,0.147,34,0.107,0.11,N,0.45,SignalP-noTM
g_14212,0.152,18,0.176,18,0.262,2,0.197,0.187,N,0.45,SignalP-noTM
g_14213,0.135,17,0.125,17,0.141,16,0.112,0.118,N,0.45,SignalP-noTM
g_14214,0.108,61,0.104,61,0.119,50,0.099,0.101,N,0.45,SignalP-noTM
g_14215,0.118,17,0.122,17,0.158,13,0.127,0.125,N,0.45,SignalP-noTM
g_14216,0.6,22,0.761,22,0.99,11,0.966,0.872,Y,0.45,SignalP-noTM
g_14217,0.344,21,0.449,21,0.792,2,0.614,0.515,Y,0.5,SignalP-TM
g_14218,0.122,31,0.11,31,0.122,26,0.1,0.105,N,0.45,SignalP-noTM
g_14219,0.135,24,0.12,24,0.158,1,0.108,0.113,N,0.45,SignalP-noTM
g_14220,0.114,24,0.12,11,0.157,1,0.111,0.115,N,0.45,SignalP-noTM
g_14221,0.135,37,0.16,44,0.541,36,0.172,0.166,N,0.45,SignalP-noTM
g_14222,0.174,36,0.133,36,0.132,12,0.101,0.116,N,0.45,SignalP-noTM
g_14223,0.121,25,0.106,25,0.115,43,0.092,0.098,N,0.45,SignalP-noTM
g_14224,0.111,48,0.106,48,0.13,6,0.101,0.103,N,0.45,SignalP-noTM
g_14225,0.184,34,0.216,34,0.376,31,0.2,0.21,N,0.5,SignalP-TM
g_14226,0.113,59,0.109,27,0.171,11,0.105,0.107,N,0.45,SignalP-noTM
g_14227,0.144,40,0.124,40,0.143,39,0.108,0.116,N,0.45,SignalP-noTM
g_14228,0.131,32,0.126,12,0.188,1,0.126,0.126,N,0.45,SignalP-noTM
g_14229,0.115,16,0.105,68,0.129,6,0.1,0.102,N,0.45,SignalP-noTM
g_14230,0.109,50,0.111,27,0.148,7,0.112,0.111,N,0.45,SignalP-noTM
g_14231,0.124,42,0.134,22,0.19,13,0.145,0.14,N,0.45,SignalP-noTM
g_14232,0.626,22,0.711,22,0.905,15,0.807,0.763,Y,0.45,SignalP-noTM
g_14233,0.134,28,0.121,28,0.147,48,0.11,0.115,N,0.45,SignalP-noTM
g_14234,0.728,21,0.806,21,0.95,12,0.896,0.855,Y,0.45,SignalP-noTM
g_14235,0.154,26,0.17,26,0.246,8,0.186,0.178,N,0.45,SignalP-noTM
g_14236,0.135,19,0.123,19,0.137,1,0.107,0.114,N,0.45,SignalP-noTM
g_14237,0.113,19,0.119,19,0.163,6,0.123,0.12,N,0.5,SignalP-TM
g_14238,0.158,36,0.15,36,0.215,2,0.131,0.142,N,0.5,SignalP-TM
g_14239,0.224,35,0.179,35,0.274,9,0.164,0.171,N,0.45,SignalP-noTM
g_14240,0.112,54,0.116,39,0.154,23,0.114,0.115,N,0.45,SignalP-noTM
g_14241,0.108,45,0.103,45,0.115,13,0.097,0.099,N,0.45,SignalP-noTM
g_14242,0.115,30,0.105,52,0.114,15,0.097,0.101,N,0.45,SignalP-noTM
g_14243,0.464,45,0.373,45,0.732,37,0.281,0.323,N,0.45,SignalP-noTM
g_14244,0.126,60,0.135,12,0.246,4,0.177,0.152,N,0.5,SignalP-TM
g_14245,0.8,30,0.878,30,0.994,20,0.957,0.921,Y,0.45,SignalP-noTM
g_14246,0.447,25,0.54,20,0.898,16,0.783,0.637,Y,0.5,SignalP-TM
g_14247,0.158,31,0.159,31,0.22,30,0.154,0.157,N,0.5,SignalP-TM
g_14248,0.162,32,0.152,14,0.314,11,0.17,0.162,N,0.45,SignalP-noTM
g_14249,0.117,61,0.118,61,0.184,50,0.109,0.113,N,0.45,SignalP-noTM
g_14250,0.108,55,0.109,31,0.126,25,0.106,0.107,N,0.45,SignalP-noTM
g_14251,0.361,23,0.276,23,0.304,14,0.202,0.247,N,0.5,SignalP-TM
g_14252,0.117,19,0.124,19,0.183,2,0.127,0.126,N,0.45,SignalP-noTM
g_14253,0.109,48,0.102,48,0.108,38,0.095,0.098,N,0.45,SignalP-noTM
g_14254,0.126,29,0.14,29,0.234,11,0.15,0.145,N,0.45,SignalP-noTM
g_14255,0.111,26,0.116,26,0.169,5,0.12,0.118,N,0.45,SignalP-noTM
g_14256,0.11,31,0.116,11,0.16,2,0.121,0.119,N,0.45,SignalP-noTM
g_14257,0.112,38,0.108,53,0.127,41,0.099,0.103,N,0.45,SignalP-noTM
g_14258,0.121,42,0.106,42,0.108,70,0.094,0.1,N,0.45,SignalP-noTM
g_14259,0.11,68,0.107,68,0.122,6,0.1,0.103,N,0.45,SignalP-noTM
g_14260,0.559,18,0.562,18,0.723,17,0.555,0.558,Y,0.45,SignalP-noTM
g_14261,0.122,54,0.122,27,0.162,7,0.123,0.122,N,0.45,SignalP-noTM
g_14262,0.117,25,0.18,11,0.541,3,0.356,0.275,N,0.45,SignalP-noTM
g_14263,0.776,21,0.746,21,0.859,8,0.71,0.727,Y,0.45,SignalP-noTM
g_14264,0.153,25,0.148,25,0.221,3,0.143,0.146,N,0.45,SignalP-noTM
g_14265,0.109,56,0.128,20,0.22,14,0.154,0.142,N,0.45,SignalP-noTM
g_14266,0.122,32,0.163,12,0.561,6,0.306,0.24,N,0.45,SignalP-noTM
g_14267,0.109,70,0.115,11,0.189,5,0.133,0.125,N,0.45,SignalP-noTM
g_14268,0.115,67,0.129,46,0.292,40,0.135,0.132,N,0.45,SignalP-noTM
g_14269,0.146,41,0.133,29,0.205,40,0.132,0.133,N,0.45,SignalP-noTM
g_14270,0.148,34,0.161,11,0.403,3,0.263,0.202,N,0.5,SignalP-TM
g_14271,0.11,33,0.108,37,0.119,25,0.098,0.102,N,0.45,SignalP-noTM
g_14272,0.108,43,0.121,12,0.174,1,0.111,0.116,N,0.45,SignalP-noTM
g_14273,0.155,61,0.218,18,0.448,7,0.326,0.277,N,0.45,SignalP-noTM
g_14274,0.337,23,0.254,23,0.277,2,0.191,0.22,N,0.45,SignalP-noTM
g_14275,0.116,20,0.11,11,0.124,1,0.106,0.108,N,0.45,SignalP-noTM
g_14276,0.314,19,0.452,19,0.771,17,0.639,0.553,Y,0.45,SignalP-noTM
g_14277,0.318,24,0.484,24,0.906,16,0.739,0.622,Y,0.45,SignalP-noTM
g_14278,0.109,20,0.106,20,0.115,17,0.102,0.104,N,0.45,SignalP-noTM
g_14279,0.11,26,0.108,68,0.114,51,0.098,0.103,N,0.45,SignalP-noTM
g_14280,0.125,42,0.109,42,0.119,13,0.101,0.105,N,0.45,SignalP-noTM
g_14281,0.166,32,0.129,32,0.14,11,0.107,0.118,N,0.45,SignalP-noTM
g_14282,0.33,22,0.325,22,0.466,4,0.344,0.332,N,0.5,SignalP-TM
g_14283,0.117,54,0.136,67,0.2,60,0.121,0.13,N,0.5,SignalP-TM
g_14284,0.116,62,0.113,46,0.145,39,0.112,0.112,N,0.45,SignalP-noTM
g_14285,0.713,23,0.76,23,0.929,3,0.81,0.787,Y,0.45,SignalP-noTM
g_14286,0.309,33,0.391,33,0.753,8,0.538,0.47,Y,0.45,SignalP-noTM
g_14287,0.111,63,0.113,15,0.126,8,0.113,0.113,N,0.45,SignalP-noTM
g_14288,0.109,44,0.108,44,0.117,42,0.103,0.105,N,0.45,SignalP-noTM
g_14289,0.115,37,0.105,66,0.108,59,0.093,0.099,N,0.45,SignalP-noTM
g_14290,0.114,33,0.116,33,0.155,24,0.12,0.118,N,0.45,SignalP-noTM
g_14291,0.159,62,0.141,62,0.197,61,0.104,0.126,N,0.5,SignalP-TM
g_14292,0.187,32,0.156,32,0.262,31,0.13,0.142,N,0.45,SignalP-noTM
g_14293,0.203,31,0.301,31,0.688,29,0.423,0.367,N,0.45,SignalP-noTM
g_14294,0.125,18,0.125,18,0.155,3,0.123,0.124,N,0.45,SignalP-noTM
g_14295,0.303,21,0.264,21,0.433,16,0.217,0.239,N,0.45,SignalP-noTM
g_14296,0.113,39,0.113,39,0.168,8,0.115,0.114,N,0.45,SignalP-noTM
g_14297,0.11,70,0.114,11,0.145,13,0.12,0.117,N,0.45,SignalP-noTM
g_14298,0.15,36,0.131,36,0.148,35,0.111,0.12,N,0.45,SignalP-noTM
g_14299,0.125,43,0.143,29,0.263,23,0.151,0.146,N,0.5,SignalP-TM
g_14300,0.114,61,0.109,61,0.125,45,0.101,0.105,N,0.45,SignalP-noTM
g_14301,0.109,62,0.105,19,0.145,13,0.104,0.104,N,0.45,SignalP-noTM
g_14302,0.26,19,0.34,19,0.548,17,0.447,0.383,N,0.5,SignalP-TM
g_14303,0.27,21,0.297,21,0.581,1,0.375,0.328,N,0.5,SignalP-TM
g_14304,0.245,18,0.154,18,0.226,39,0.098,0.124,N,0.45,SignalP-noTM
g_14305,0.112,29,0.112,21,0.137,11,0.115,0.114,N,0.45,SignalP-noTM
g_14306,0.139,58,0.128,58,0.273,37,0.108,0.118,N,0.45,SignalP-noTM
g_14307,0.118,18,0.122,18,0.148,4,0.123,0.122,N,0.45,SignalP-noTM
g_14308,0.119,18,0.124,18,0.145,14,0.126,0.125,N,0.45,SignalP-noTM
g_14309,0.15,62,0.126,11,0.191,1,0.116,0.121,N,0.45,SignalP-noTM
g_14310,0.11,65,0.12,11,0.203,5,0.145,0.133,N,0.45,SignalP-noTM
g_14311,0.12,20,0.13,20,0.18,2,0.134,0.132,N,0.45,SignalP-noTM
g_14312,0.334,23,0.345,23,0.585,1,0.356,0.351,N,0.45,SignalP-noTM
g_14313,0.109,58,0.123,11,0.187,6,0.153,0.139,N,0.45,SignalP-noTM
g_14314,0.115,36,0.142,11,0.223,1,0.159,0.151,N,0.45,SignalP-noTM
g_14315,0.174,42,0.138,42,0.155,21,0.109,0.123,N,0.45,SignalP-noTM
g_14316,0.14,34,0.122,34,0.151,11,0.111,0.116,N,0.45,SignalP-noTM
g_14317,0.109,19,0.107,12,0.115,1,0.1,0.103,N,0.45,SignalP-noTM
g_14318,0.164,34,0.126,34,0.131,2,0.105,0.115,N,0.45,SignalP-noTM
g_14319,0.354,34,0.236,34,0.384,33,0.117,0.188,N,0.5,SignalP-TM
g_14320,0.461,41,0.381,41,0.526,32,0.265,0.335,N,0.5,SignalP-TM
g_14321,0.116,31,0.191,12,0.363,1,0.287,0.243,N,0.45,SignalP-noTM
g_14322,0.129,28,0.12,28,0.14,25,0.11,0.114,N,0.45,SignalP-noTM
g_14323,0.111,32,0.14,11,0.229,1,0.139,0.139,N,0.45,SignalP-noTM
g_14324,0.241,24,0.335,24,0.786,15,0.479,0.413,N,0.45,SignalP-noTM
g_14325,0.112,50,0.107,63,0.127,12,0.1,0.103,N,0.45,SignalP-noTM
g_14326,0.122,24,0.114,11,0.138,1,0.104,0.108,N,0.45,SignalP-noTM
g_14327,0.11,60,0.118,12,0.141,1,0.114,0.116,N,0.45,SignalP-noTM
g_14328,0.111,7,0.108,69,0.117,56,0.099,0.103,N,0.45,SignalP-noTM
g_14329,0.347,34,0.474,34,0.859,29,0.63,0.558,Y,0.45,SignalP-noTM
g_14330,0.11,56,0.108,30,0.135,63,0.096,0.103,N,0.5,SignalP-TM
g_14331,0.11,49,0.11,30,0.144,13,0.108,0.109,N,0.45,SignalP-noTM
g_14332,0.296,19,0.446,19,0.759,7,0.668,0.566,Y,0.45,SignalP-noTM
g_14333,0.122,26,0.123,20,0.199,39,0.125,0.124,N,0.45,SignalP-noTM
g_14334,0.238,25,0.362,18,0.764,2,0.664,0.525,Y,0.45,SignalP-noTM
g_14335,0.109,62,0.128,11,0.183,1,0.127,0.128,N,0.45,SignalP-noTM
g_14336,0.106,23,0.107,56,0.119,50,0.102,0.104,N,0.45,SignalP-noTM
g_14337,0.116,25,0.108,69,0.157,64,0.096,0.103,N,0.5,SignalP-TM
g_14338,0.111,54,0.107,54,0.13,3,0.102,0.104,N,0.45,SignalP-noTM
g_14339,0.208,67,0.144,17,0.263,13,0.16,0.153,N,0.45,SignalP-noTM
g_14340,0.108,48,0.106,48,0.113,2,0.101,0.103,N,0.45,SignalP-noTM
g_14341,0.127,25,0.139,20,0.213,15,0.16,0.15,N,0.45,SignalP-noTM
g_14342,0.235,36,0.171,12,0.416,8,0.306,0.225,N,0.5,SignalP-TM
g_14343,0.781,30,0.502,30,0.697,28,0.298,0.392,N,0.45,SignalP-noTM
g_14344,0.111,47,0.108,47,0.119,42,0.099,0.103,N,0.45,SignalP-noTM
g_14345,0.153,37,0.118,37,0.132,3,0.101,0.109,N,0.45,SignalP-noTM
g_14346,0.112,21,0.108,21,0.141,15,0.103,0.105,N,0.45,SignalP-noTM
g_14347,0.113,65,0.12,20,0.202,11,0.124,0.122,N,0.5,SignalP-TM
g_14348,0.334,32,0.29,32,0.453,12,0.298,0.294,N,0.5,SignalP-TM
g_14349,0.182,28,0.246,28,0.534,18,0.336,0.295,N,0.45,SignalP-noTM
g_14350,0.144,64,0.12,64,0.129,1,0.097,0.107,N,0.45,SignalP-noTM
g_14351,0.26,34,0.396,34,0.788,30,0.498,0.437,N,0.5,SignalP-TM
g_14352,0.116,23,0.197,12,0.444,1,0.32,0.263,N,0.45,SignalP-noTM
g_14353,0.127,51,0.113,21,0.132,50,0.101,0.106,N,0.45,SignalP-noTM
g_14354,0.242,19,0.151,19,0.123,48,0.09,0.118,N,0.45,SignalP-noTM
g_14355,0.178,53,0.148,53,0.181,31,0.124,0.135,N,0.45,SignalP-noTM
g_14356,0.107,27,0.103,17,0.121,13,0.101,0.102,N,0.45,SignalP-noTM
g_14357,0.548,30,0.719,30,0.995,19,0.943,0.84,Y,0.45,SignalP-noTM
g_14358,0.133,37,0.119,53,0.186,34,0.104,0.111,N,0.45,SignalP-noTM
g_14359,0.146,68,0.278,18,0.678,3,0.561,0.43,N,0.45,SignalP-noTM
g_14360,0.117,69,0.099,30,0.121,68,0.091,0.096,N,0.5,SignalP-TM
g_14361,0.112,65,0.106,65,0.113,47,0.097,0.101,N,0.45,SignalP-noTM
g_14362,0.122,24,0.118,24,0.217,48,0.115,0.116,N,0.45,SignalP-noTM
g_14363,0.109,35,0.109,32,0.164,13,0.106,0.107,N,0.45,SignalP-noTM
